id,position,type,status,price,room_id
68,E12,VIP,Trống,120000.0,1
69,E13,Sweetbox,Trống,200000.0,1
70,E14,VIP,Trống,120000.0,1
71,F1,Sweetbox,Trống,200000.0,1
72,F2,VIP,Trống,120000.0,1
73,F3,Sweetbox,Trống,200000.0,1
74,F4,VIP,Trống,120000.0,1
75,F5,Sweetbox,Trống,200000.0,1
76,F6,VIP,Trống,120000.0,1
77,F7,Sweetbox,Trống,200000.0,1
78,F8,VIP,Trống,120000.0,1
79,F9,VIP,Trống,120000.0,1
80,F10,VIP,Trống,120000.0,1
81,F11,VIP,Trống,120000.0,1
82,F12,Sweetbox,Trống,200000.0,1
83,F13,Sweetbox,Trống,200000.0,1
84,F14,VIP,Trống,120000.0,1
85,G1,VIP,Trống,120000.0,1
86,G2,VIP,Trống,120000.0,1
87,G3,Sweetbox,Trống,200000.0,1
88,G4,Sweetbox,Trống,200000.0,1
89,G5,VIP,Trống,120000.0,1
90,G6,Sweetbox,Trống,200000.0,1
91,G7,VIP,Trống,120000.0,1
92,G8,VIP,Trống,120000.0,1
93,G9,VIP,Trống,120000.0,1
94,G10,VIP,Trống,120000.0,1
95,G11,VIP,Trống,120000.0,1
96,G12,VIP,Trống,120000.0,1
97,G13,VIP,Trống,120000.0,1
98,G14,VIP,Trống,120000.0,1
99,H1,Sweetbox,Trống,200000.0,1
100,H2,VIP,Trống,120000.0,1
101,H3,VIP,Trống,120000.0,1
102,H4,VIP,Trống,120000.0,1
103,H5,Sweetbox,Trống,200000.0,1
104,H6,Sweetbox,Trống,200000.0,1
105,H7,VIP,Trống,120000.0,1
106,H8,VIP,Trống,120000.0,1
107,H9,VIP,Trống,120000.0,1
108,H10,Sweetbox,Trống,200000.0,1
109,H11,VIP,Trống,120000.0,1
110,H12,VIP,Trống,120000.0,1
111,H13,VIP,Trống,120000.0,1
112,H14,VIP,Trống,120000.0,1
113,I1,Sweetbox,Trống,200000.0,1
114,I2,VIP,Trống,120000.0,1
115,I3,Sweetbox,Trống,200000.0,1
116,I4,VIP,Trống,120000.0,1
117,I5,VIP,Trống,120000.0,1
118,I6,Sweetbox,Trống,200000.0,1
119,I7,Sweetbox,Trống,200000.0,1
120,I8,VIP,Trống,120000.0,1
121,I9,VIP,Trống,120000.0,1
122,I10,Sweetbox,Trống,200000.0,1
123,I11,Sweetbox,Trống,200000.0,1
124,I12,VIP,Trống,120000.0,1
125,I13,VIP,Trống,120000.0,1
126,I14,VIP,Trống,120000.0,1
127,J1,Sweetbox,Trống,200000.0,1
128,J2,VIP,Trống,120000.0,1
129,J3,VIP,Trống,120000.0,1
130,J4,VIP,Trống,120000.0,1
131,J5,VIP,Trống,120000.0,1
132,J6,Sweetbox,Trống,200000.0,1
133,J7,Sweetbox,Trống,200000.0,1
134,J8,Sweetbox,Trống,200000.0,1
135,J9,Sweetbox,Trống,200000.0,1
136,J10,VIP,Trống,120000.0,1
137,J11,Sweetbox,Trống,200000.0,1
138,J12,VIP,Trống,120000.0,1
139,J13,VIP,Trống,120000.0,1
140,J14,VIP,Trống,120000.0,1
141,K1,VIP,Trống,120000.0,1
142,K2,Sweetbox,Trống,200000.0,1
143,K3,Sweetbox,Trống,200000.0,1
144,K4,VIP,Trống,120000.0,1
145,K5,VIP,Trống,120000.0,1
146,K6,Sweetbox,Trống,200000.0,1
147,K7,VIP,Trống,120000.0,1
148,K8,Sweetbox,Trống,200000.0,1
149,K9,VIP,Trống,120000.0,1
150,K10,VIP,Trống,120000.0,1
151,K11,VIP,Trống,120000.0,1
152,K12,Sweetbox,Trống,200000.0,1
153,K13,VIP,Trống,120000.0,1
154,K14,VIP,Trống,120000.0,1
155,L1,Sweetbox,Trống,200000.0,1
156,L2,Sweetbox,Trống,200000.0,1
157,L3,VIP,Trống,120000.0,1
158,L4,Sweetbox,Trống,200000.0,1
159,L5,VIP,Trống,120000.0,1
160,L6,Sweetbox,Trống,200000.0,1
161,L7,VIP,Trống,120000.0,1
162,L8,Sweetbox,Trống,200000.0,1
163,L9,VIP,Trống,120000.0,1
164,L10,VIP,Trống,120000.0,1
165,L11,VIP,Trống,120000.0,1
166,L12,VIP,Trống,120000.0,1
167,L13,Sweetbox,Trống,200000.0,1
168,L14,VIP,Trống,120000.0,1
169,A1,VIP,Trống,120000.0,2
170,A2,Standard,Trống,80000.0,2
171,A3,Sweetbox,Trống,200000.0,2
172,A4,Standard,Trống,80000.0,2
173,A5,Standard,Trống,80000.0,2
174,A6,Standard,Trống,80000.0,2
175,A7,Sweetbox,Trống,200000.0,2
176,A8,VIP,Trống,120000.0,2
177,A9,VIP,Trống,120000.0,2
178,A10,VIP,Trống,120000.0,2
179,A11,Standard,Trống,80000.0,2
180,B1,Standard,Trống,80000.0,2
181,B2,Sweetbox,Trống,200000.0,2
182,B3,Sweetbox,Trống,200000.0,2
183,B4,VIP,Trống,120000.0,2
184,B5,VIP,Trống,120000.0,2
185,B6,Standard,Trống,80000.0,2
186,B7,VIP,Trống,120000.0,2
187,B8,Sweetbox,Trống,200000.0,2
188,B9,Standard,Trống,80000.0,2
189,B10,Sweetbox,Trống,200000.0,2
190,B11,Standard,Trống,80000.0,2
191,C1,VIP,Trống,120000.0,2
192,C2,VIP,Trống,120000.0,2
193,C3,VIP,Trống,120000.0,2
194,C4,Standard,Trống,80000.0,2
195,C5,Standard,Trống,80000.0,2
196,C6,VIP,Trống,120000.0,2
197,C7,VIP,Trống,120000.0,2
198,C8,Sweetbox,Trống,200000.0,2
199,C9,Standard,Trống,80000.0,2
200,C10,Sweetbox,Trống,200000.0,2
201,C11,Standard,Trống,80000.0,2
202,D1,VIP,Trống,120000.0,2
203,D2,Standard,Trống,80000.0,2
204,D3,Standard,Trống,80000.0,2
205,D4,VIP,Trống,120000.0,2
206,D5,Standard,Trống,80000.0,2
207,D6,VIP,Trống,120000.0,2
208,D7,Sweetbox,Trống,200000.0,2
209,D8,VIP,Trống,120000.0,2
210,D9,VIP,Trống,120000.0,2
211,D10,Standard,Trống,80000.0,2
212,D11,Sweetbox,Trống,200000.0,2
213,E1,VIP,Trống,120000.0,2
214,E2,VIP,Trống,120000.0,2
215,E3,Standard,Trống,80000.0,2
216,E4,Standard,Trống,80000.0,2
217,E5,Sweetbox,Trống,200000.0,2
218,E6,Standard,Trống,80000.0,2
219,E7,Standard,Trống,80000.0,2
220,E8,Standard,Trống,80000.0,2
221,E9,Standard,Trống,80000.0,2
222,E10,Standard,Trống,80000.0,2
223,E11,Sweetbox,Trống,200000.0,2
224,F1,Sweetbox,Trống,200000.0,2
225,F2,VIP,Trống,120000.0,2
226,F3,VIP,Trống,120000.0,2
227,F4,Standard,Trống,80000.0,2
228,F5,Sweetbox,Trống,200000.0,2
229,F6,Sweetbox,Trống,200000.0,2
230,F7,Standard,Trống,80000.0,2
231,F8,Sweetbox,Trống,200000.0,2
232,F9,Standard,Trống,80000.0,2
233,F10,Sweetbox,Trống,200000.0,2
234,F11,Standard,Trống,80000.0,2
235,G1,VIP,Trống,120000.0,2
236,G2,VIP,Trống,120000.0,2
237,G3,Sweetbox,Trống,200000.0,2
238,G4,Sweetbox,Trống,200000.0,2
239,G5,VIP,Trống,120000.0,2
240,G6,Standard,Trống,80000.0,2
241,G7,Sweetbox,Trống,200000.0,2
242,G8,Sweetbox,Trống,200000.0,2
243,G9,Sweetbox,Trống,200000.0,2
244,G10,Standard,Trống,80000.0,2
245,G11,Standard,Trống,80000.0,2
246,H1,VIP,Trống,120000.0,2
247,H2,VIP,Trống,120000.0,2
248,H3,VIP,Trống,120000.0,2
249,H4,Sweetbox,Trống,200000.0,2
250,H5,Sweetbox,Trống,200000.0,2
251,H6,Standard,Trống,80000.0,2
252,H7,VIP,Trống,120000.0,2
253,H8,Sweetbox,Trống,200000.0,2
254,H9,Sweetbox,Trống,200000.0,2
255,H10,Sweetbox,Trống,200000.0,2
256,H11,Sweetbox,Trống,200000.0,2
257,I1,Standard,Trống,80000.0,2
258,I2,Sweetbox,Trống,200000.0,2
259,I3,VIP,Trống,120000.0,2
260,I4,VIP,Trống,120000.0,2
261,I5,Sweetbox,Trống,200000.0,2
262,I6,Sweetbox,Trống,200000.0,2
263,I7,Sweetbox,Trống,200000.0,2
264,I8,Standard,Trống,80000.0,2
265,I9,VIP,Trống,120000.0,2
266,I10,VIP,Trống,120000.0,2
267,I11,Standard,Trống,80000.0,2
268,A1,Sweetbox,Trống,200000.0,3
269,A2,VIP,Trống,120000.0,3
270,A3,Sweetbox,Trống,200000.0,3
271,A4,Standard,Trống,80000.0,3
272,A5,Standard,Trống,80000.0,3
273,A6,VIP,Trống,120000.0,3
274,A7,Standard,Trống,80000.0,3
275,A8,Sweetbox,Trống,200000.0,3
276,A9,Sweetbox,Trống,200000.0,3
277,A10,Standard,Trống,80000.0,3
278,A11,VIP,Trống,120000.0,3
279,A12,VIP,Trống,120000.0,3
280,B1,Sweetbox,Trống,200000.0,3
281,B2,Sweetbox,Trống,200000.0,3
282,B3,Standard,Trống,80000.0,3
283,B4,Sweetbox,Trống,200000.0,3
284,B5,Sweetbox,Trống,200000.0,3
285,B6,VIP,Trống,120000.0,3
286,B7,VIP,Trống,120000.0,3
287,B8,Standard,Trống,80000.0,3
288,B9,Standard,Trống,80000.0,3
289,B10,Standard,Trống,80000.0,3
290,B11,Standard,Trống,80000.0,3
291,B12,Sweetbox,Trống,200000.0,3
292,C1,Standard,Trống,80000.0,3
293,C2,Standard,Trống,80000.0,3
294,C3,Sweetbox,Trống,200000.0,3
295,C4,Standard,Trống,80000.0,3
296,C5,Standard,Trống,80000.0,3
297,C6,Sweetbox,Trống,200000.0,3
298,C7,VIP,Trống,120000.0,3
299,C8,Sweetbox,Trống,200000.0,3
300,C9,VIP,Trống,120000.0,3
301,C10,VIP,Trống,120000.0,3
302,C11,Standard,Trống,80000.0,3
303,C12,Standard,Trống,80000.0,3
304,D1,Standard,Trống,80000.0,3
305,D2,Standard,Trống,80000.0,3
306,D3,Standard,Trống,80000.0,3
307,D4,Sweetbox,Trống,200000.0,3
308,D5,Sweetbox,Trống,200000.0,3
309,D6,VIP,Trống,120000.0,3
310,D7,VIP,Trống,120000.0,3
311,D8,Sweetbox,Trống,200000.0,3
312,D9,Sweetbox,Trống,200000.0,3
313,D10,Sweetbox,Trống,200000.0,3
314,D11,VIP,Trống,120000.0,3
315,D12,VIP,Trống,120000.0,3
316,E1,VIP,Trống,120000.0,3
317,E2,Sweetbox,Trống,200000.0,3
318,E3,Sweetbox,Trống,200000.0,3
319,E4,Standard,Trống,80000.0,3
320,E5,VIP,Trống,120000.0,3
321,E6,Standard,Trống,80000.0,3
322,E7,VIP,Trống,120000.0,3
323,E8,Standard,Trống,80000.0,3
324,E9,VIP,Trống,120000.0,3
325,E10,VIP,Trống,120000.0,3
326,E11,VIP,Trống,120000.0,3
327,E12,Sweetbox,Trống,200000.0,3
328,A1,VIP,Trống,120000.0,4
329,A2,Standard,Trống,80000.0,4
330,A3,VIP,Trống,120000.0,4
331,A4,VIP,Trống,120000.0,4
332,A5,Standard,Trống,80000.0,4
333,A6,Standard,Trống,80000.0,4
334,A7,VIP,Trống,120000.0,4
335,A8,VIP,Trống,120000.0,4
336,B1,Standard,Trống,80000.0,4
337,B2,VIP,Trống,120000.0,4
338,B3,Standard,Trống,80000.0,4
339,B4,Standard,Trống,80000.0,4
340,B5,VIP,Trống,120000.0,4
341,B6,Standard,Trống,80000.0,4
342,B7,Sweetbox,Trống,200000.0,4
343,B8,VIP,Trống,120000.0,4
344,C1,Standard,Trống,80000.0,4
345,C2,Standard,Trống,80000.0,4
346,C3,Standard,Trống,80000.0,4
347,C4,VIP,Trống,120000.0,4
348,C5,VIP,Trống,120000.0,4
349,C6,Sweetbox,Trống,200000.0,4
350,C7,Sweetbox,Trống,200000.0,4
351,C8,VIP,Trống,120000.0,4
352,D1,Sweetbox,Trống,200000.0,4
353,D2,Standard,Trống,80000.0,4
354,D3,Sweetbox,Trống,200000.0,4
355,D4,Sweetbox,Trống,200000.0,4
356,D5,Sweetbox,Trống,200000.0,4
357,D6,VIP,Trống,120000.0,4
358,D7,VIP,Trống,120000.0,4
359,D8,VIP,Trống,120000.0,4
360,E1,Standard,Trống,80000.0,4
361,E2,Sweetbox,Trống,200000.0,4
362,E3,Standard,Trống,80000.0,4
363,E4,Standard,Trống,80000.0,4
364,E5,Standard,Trống,80000.0,4
365,E6,VIP,Trống,120000.0,4
366,E7,Sweetbox,Trống,200000.0,4
367,E8,Standard,Trống,80000.0,4
368,F1,VIP,Trống,120000.0,4
369,F2,Sweetbox,Trống,200000.0,4
370,F3,VIP,Trống,120000.0,4
371,F4,Sweetbox,Trống,200000.0,4
372,F5,VIP,Trống,120000.0,4
373,F6,VIP,Trống,120000.0,4
374,F7,VIP,Trống,120000.0,4
375,F8,Sweetbox,Trống,200000.0,4
376,A1,VIP,Trống,120000.0,5
377,A2,Standard,Trống,80000.0,5
378,A3,Sweetbox,Trống,200000.0,5
379,A4,Standard,Trống,80000.0,5
380,A5,Standard,Trống,80000.0,5
381,A6,Standard,Trống,80000.0,5
382,A7,Standard,Trống,80000.0,5
383,A8,VIP,Trống,120000.0,5
384,B1,VIP,Trống,120000.0,5
385,B2,Standard,Trống,80000.0,5
386,B3,Sweetbox,Trống,200000.0,5
387,B4,VIP,Trống,120000.0,5
388,B5,Standard,Trống,80000.0,5
389,B6,VIP,Trống,120000.0,5
390,B7,Standard,Trống,80000.0,5
391,B8,Standard,Trống,80000.0,5
392,C1,VIP,Trống,120000.0,5
393,C2,Sweetbox,Trống,200000.0,5
394,C3,Sweetbox,Trống,200000.0,5
395,C4,Standard,Trống,80000.0,5
396,C5,VIP,Trống,120000.0,5
397,C6,VIP,Trống,120000.0,5
398,C7,VIP,Trống,120000.0,5
399,C8,VIP,Trống,120000.0,5
400,D1,Sweetbox,Trống,200000.0,5
401,D2,Sweetbox,Trống,200000.0,5
402,D3,Standard,Trống,80000.0,5
403,D4,VIP,Trống,120000.0,5
404,D5,Sweetbox,Trống,200000.0,5
405,D6,VIP,Trống,120000.0,5
406,D7,VIP,Trống,120000.0,5
407,D8,Standard,Trống,80000.0,5
408,E1,Sweetbox,Trống,200000.0,5
409,E2,Sweetbox,Trống,200000.0,5
410,E3,Sweetbox,Trống,200000.0,5
411,E4,VIP,Trống,120000.0,5
412,E5,Standard,Trống,80000.0,5
413,E6,Sweetbox,Trống,200000.0,5
414,E7,Standard,Trống,80000.0,5
415,E8,VIP,Trống,120000.0,5
416,F1,VIP,Trống,120000.0,5
417,F2,Sweetbox,Trống,200000.0,5
418,F3,Sweetbox,Trống,200000.0,5
419,F4,VIP,Trống,120000.0,5
420,F5,Standard,Trống,80000.0,5
421,F6,Sweetbox,Trống,200000.0,5
422,F7,VIP,Trống,120000.0,5
423,F8,VIP,Trống,120000.0,5
424,G1,Sweetbox,Trống,200000.0,5
425,G2,Standard,Trống,80000.0,5
426,G3,VIP,Trống,120000.0,5
427,G4,Standard,Trống,80000.0,5
428,G5,Standard,Trống,80000.0,5
429,G6,Sweetbox,Trống,200000.0,5
430,G7,Standard,Trống,80000.0,5
431,G8,Standard,Trống,80000.0,5
432,H1,Sweetbox,Trống,200000.0,5
433,H2,Sweetbox,Trống,200000.0,5
434,H3,VIP,Trống,120000.0,5
435,H4,VIP,Trống,120000.0,5
436,H5,Standard,Trống,80000.0,5
437,H6,VIP,Trống,120000.0,5
438,H7,VIP,Trống,120000.0,5
439,H8,VIP,Trống,120000.0,5
440,I1,Sweetbox,Trống,200000.0,5
441,I2,Sweetbox,Trống,200000.0,5
442,I3,VIP,Trống,120000.0,5
443,I4,VIP,Trống,120000.0,5
444,I5,VIP,Trống,120000.0,5
445,I6,Standard,Trống,80000.0,5
446,I7,Standard,Trống,80000.0,5
447,I8,VIP,Trống,120000.0,5
448,J1,Sweetbox,Trống,200000.0,5
449,J2,Sweetbox,Trống,200000.0,5
450,J3,Sweetbox,Trống,200000.0,5
451,J4,Sweetbox,Trống,200000.0,5
452,J5,Sweetbox,Trống,200000.0,5
453,J6,Standard,Trống,80000.0,5
454,J7,VIP,Trống,120000.0,5
455,J8,VIP,Trống,120000.0,5
456,K1,Sweetbox,Trống,200000.0,5
457,K2,VIP,Trống,120000.0,5
458,K3,Standard,Trống,80000.0,5
459,K4,Standard,Trống,80000.0,5
460,K5,Standard,Trống,80000.0,5
461,K6,Sweetbox,Trống,200000.0,5
462,K7,Standard,Trống,80000.0,5
463,K8,Standard,Trống,80000.0,5
464,L1,VIP,Trống,120000.0,5
465,L2,Sweetbox,Trống,200000.0,5
466,L3,Sweetbox,Trống,200000.0,5
467,L4,VIP,Trống,120000.0,5
468,L5,Sweetbox,Trống,200000.0,5
469,L6,Sweetbox,Trống,200000.0,5
470,L7,Sweetbox,Trống,200000.0,5
471,L8,VIP,Trống,120000.0,5
472,A1,Standard,Trống,80000.0,6
473,A2,Standard,Trống,80000.0,6
474,A3,Sweetbox,Trống,200000.0,6
475,A4,Standard,Trống,80000.0,6
476,A5,Sweetbox,Trống,200000.0,6
477,A6,Sweetbox,Trống,200000.0,6
478,A7,VIP,Trống,120000.0,6
479,A8,VIP,Trống,120000.0,6
480,B1,Standard,Trống,80000.0,6
481,B2,VIP,Trống,120000.0,6
482,B3,Sweetbox,Trống,200000.0,6
483,B4,Sweetbox,Trống,200000.0,6
484,B5,Sweetbox,Trống,200000.0,6
485,B6,Standard,Trống,80000.0,6
486,B7,Standard,Trống,80000.0,6
487,B8,VIP,Trống,120000.0,6
488,C1,Standard,Trống,80000.0,6
489,C2,Sweetbox,Trống,200000.0,6
490,C3,VIP,Trống,120000.0,6
491,C4,Standard,Trống,80000.0,6
492,C5,Sweetbox,Trống,200000.0,6
493,C6,Standard,Trống,80000.0,6
494,C7,Standard,Trống,80000.0,6
495,C8,VIP,Trống,120000.0,6
496,D1,VIP,Trống,120000.0,6
497,D2,Standard,Trống,80000.0,6
498,D3,Sweetbox,Trống,200000.0,6
499,D4,VIP,Trống,120000.0,6
500,D5,VIP,Trống,120000.0,6
501,D6,Standard,Trống,80000.0,6
502,D7,VIP,Trống,120000.0,6
503,D8,Sweetbox,Trống,200000.0,6
504,E1,Sweetbox,Trống,200000.0,6
505,E2,Standard,Trống,80000.0,6
506,E3,Sweetbox,Trống,200000.0,6
507,E4,Sweetbox,Trống,200000.0,6
508,E5,VIP,Trống,120000.0,6
509,E6,VIP,Trống,120000.0,6
510,E7,Standard,Trống,80000.0,6
511,E8,Standard,Trống,80000.0,6
512,F1,VIP,Trống,120000.0,6
513,F2,Sweetbox,Trống,200000.0,6
514,F3,VIP,Trống,120000.0,6
515,F4,VIP,Trống,120000.0,6
516,F5,Standard,Trống,80000.0,6
517,F6,Standard,Trống,80000.0,6
518,F7,VIP,Trống,120000.0,6
519,F8,VIP,Trống,120000.0,6
520,G1,Sweetbox,Trống,200000.0,6
521,G2,Sweetbox,Trống,200000.0,6
522,G3,Standard,Trống,80000.0,6
523,G4,Standard,Trống,80000.0,6
524,G5,Sweetbox,Trống,200000.0,6
525,G6,Sweetbox,Trống,200000.0,6
526,G7,Sweetbox,Trống,200000.0,6
527,G8,Sweetbox,Trống,200000.0,6
528,H1,VIP,Trống,120000.0,6
529,H2,Sweetbox,Trống,200000.0,6
530,H3,Standard,Trống,80000.0,6
531,H4,Sweetbox,Trống,200000.0,6
532,H5,Sweetbox,Trống,200000.0,6
533,H6,VIP,Trống,120000.0,6
534,H7,Sweetbox,Trống,200000.0,6
535,H8,Standard,Trống,80000.0,6
536,I1,Standard,Trống,80000.0,6
537,I2,VIP,Trống,120000.0,6
538,I3,VIP,Trống,120000.0,6
539,I4,Standard,Trống,80000.0,6
540,I5,VIP,Trống,120000.0,6
541,I6,VIP,Trống,120000.0,6
542,I7,VIP,Trống,120000.0,6
543,I8,Standard,Trống,80000.0,6
544,A1,VIP,Trống,120000.0,7
545,A2,VIP,Trống,120000.0,7
546,A3,Sweetbox,Trống,200000.0,7
547,A4,VIP,Trống,120000.0,7
548,A5,VIP,Trống,120000.0,7
549,A6,Sweetbox,Trống,200000.0,7
550,A7,VIP,Trống,120000.0,7
551,A8,VIP,Trống,120000.0,7
552,A9,Sweetbox,Trống,200000.0,7
553,B1,Sweetbox,Trống,200000.0,7
554,B2,VIP,Trống,120000.0,7
555,B3,VIP,Trống,120000.0,7
556,B4,VIP,Trống,120000.0,7
557,B5,VIP,Trống,120000.0,7
558,B6,Sweetbox,Trống,200000.0,7
559,B7,VIP,Trống,120000.0,7
560,B8,Sweetbox,Trống,200000.0,7
561,B9,VIP,Trống,120000.0,7
562,C1,VIP,Trống,120000.0,7
563,C2,VIP,Trống,120000.0,7
564,C3,VIP,Trống,120000.0,7
565,C4,VIP,Trống,120000.0,7
566,C5,VIP,Trống,120000.0,7
567,C6,VIP,Trống,120000.0,7
568,C7,VIP,Trống,120000.0,7
569,C8,VIP,Trống,120000.0,7
570,C9,VIP,Trống,120000.0,7
571,D1,VIP,Trống,120000.0,7
572,D2,VIP,Trống,120000.0,7
573,D3,Sweetbox,Trống,200000.0,7
574,D4,Sweetbox,Trống,200000.0,7
575,D5,VIP,Trống,120000.0,7
576,D6,VIP,Trống,120000.0,7
577,D7,VIP,Trống,120000.0,7
578,D8,VIP,Trống,120000.0,7
579,D9,Sweetbox,Trống,200000.0,7
580,E1,VIP,Trống,120000.0,7
581,E2,Sweetbox,Trống,200000.0,7
582,E3,VIP,Trống,120000.0,7
583,E4,VIP,Trống,120000.0,7
584,E5,VIP,Trống,120000.0,7
585,E6,Sweetbox,Trống,200000.0,7
586,E7,Sweetbox,Trống,200000.0,7
587,E8,VIP,Trống,120000.0,7
588,E9,Sweetbox,Trống,200000.0,7
589,F1,VIP,Trống,120000.0,7
590,F2,VIP,Trống,120000.0,7
591,F3,Sweetbox,Trống,200000.0,7
592,F4,VIP,Trống,120000.0,7
593,F5,VIP,Trống,120000.0,7
594,F6,VIP,Trống,120000.0,7
595,F7,VIP,Trống,120000.0,7
596,F8,VIP,Trống,120000.0,7
597,F9,VIP,Trống,120000.0,7
598,G1,VIP,Trống,120000.0,7
599,G2,VIP,Trống,120000.0,7
600,G3,VIP,Trống,120000.0,7
601,G4,VIP,Trống,120000.0,7
602,G5,VIP,Trống,120000.0,7
603,G6,Sweetbox,Trống,200000.0,7
604,G7,VIP,Trống,120000.0,7
605,G8,VIP,Trống,120000.0,7
606,G9,VIP,Trống,120000.0,7
607,H1,Sweetbox,Trống,200000.0,7
608,H2,VIP,Trống,120000.0,7
609,H3,VIP,Trống,120000.0,7
610,H4,VIP,Trống,120000.0,7
611,H5,Sweetbox,Trống,200000.0,7
612,H6,VIP,Trống,120000.0,7
613,H7,VIP,Trống,120000.0,7
614,H8,VIP,Trống,120000.0,7
615,H9,VIP,Trống,120000.0,7
616,A1,VIP,Trống,120000.0,8
617,A2,Sweetbox,Trống,200000.0,8
618,A3,VIP,Trống,120000.0,8
619,A4,Standard,Trống,80000.0,8
620,A5,Sweetbox,Trống,200000.0,8
621,A6,Sweetbox,Trống,200000.0,8
622,A7,Sweetbox,Trống,200000.0,8
623,A8,VIP,Trống,120000.0,8
624,A9,VIP,Trống,120000.0,8
625,B1,Standard,Trống,80000.0,8
626,B2,Standard,Trống,80000.0,8
627,B3,VIP,Trống,120000.0,8
628,B4,Standard,Trống,80000.0,8
629,B5,Standard,Trống,80000.0,8
630,B6,VIP,Trống,120000.0,8
631,B7,VIP,Trống,120000.0,8
632,B8,VIP,Trống,120000.0,8
633,B9,Standard,Trống,80000.0,8
634,C1,Sweetbox,Trống,200000.0,8
635,C2,VIP,Trống,120000.0,8
636,C3,Standard,Trống,80000.0,8
637,C4,Standard,Trống,80000.0,8
638,C5,Standard,Trống,80000.0,8
639,C6,VIP,Trống,120000.0,8
640,C7,Standard,Trống,80000.0,8
641,C8,VIP,Trống,120000.0,8
642,C9,VIP,Trống,120000.0,8
643,D1,Sweetbox,Trống,200000.0,8
644,D2,Standard,Trống,80000.0,8
645,D3,Standard,Trống,80000.0,8
646,D4,VIP,Trống,120000.0,8
647,D5,Sweetbox,Trống,200000.0,8
648,D6,VIP,Trống,120000.0,8
649,D7,Sweetbox,Trống,200000.0,8
650,D8,Standard,Trống,80000.0,8
651,D9,Standard,Trống,80000.0,8
652,E1,Standard,Trống,80000.0,8
653,E2,VIP,Trống,120000.0,8
654,E3,VIP,Trống,120000.0,8
655,E4,Sweetbox,Trống,200000.0,8
656,E5,VIP,Trống,120000.0,8
657,E6,Sweetbox,Trống,200000.0,8
658,E7,Standard,Trống,80000.0,8
659,E8,Sweetbox,Trống,200000.0,8
660,E9,Sweetbox,Trống,200000.0,8
661,F1,Sweetbox,Trống,200000.0,8
662,F2,Sweetbox,Trống,200000.0,8
663,F3,Standard,Trống,80000.0,8
664,F4,Standard,Trống,80000.0,8
665,F5,Standard,Trống,80000.0,8
666,F6,Sweetbox,Trống,200000.0,8
